Title1,Title2,DisciplineIdsString
INTERNATIONAL JOURNAL OF ELECTRONIC COMMERCE,International Journal of Electronic Commerce,203 204 506
International Journal of Electronic Government Research,International Journal of Electronic Government Research,202 203 503 504 505 506 602
International Journal of Electronic Security and Digital Forensics,International Journal of Electronic Security and Digital Forensics,203 204 206 209 503 507 602
INTERNATIONAL JOURNAL OF ELECTRONICS,International Journal of Electronics,202 204
International Journal of Electronics and Telecommunications,International Journal of Electronics and Telecommunications,202 203 204 207 602
International Journal of Embedded Systems,International Journal of Embedded Systems,202 203 602
International Journal of Emergency Management,International Journal of Emergency Management,304 503 506
International Journal of Emergency Medicine,International Journal of Emergency Medicine,204 302 304
International Journal of Emergency Services,International Journal of Emergency Services,304 503 506
International Journal of Emerging Electric Power Systems,International Journal of Emerging Electric Power Systems,202 204 209 605
International Journal of Emerging Markets,International Journal of Emerging Markets,501 506
International Journal of Emerging Technologies in Learning,International Journal of Emerging Technologies in Learning,203 204 206 209 509
International Journal of Emotional Education,International Journal of Emotional Education,509 511
International Journal of e-Navigation and Maritime Economy,,206 506
International Journal of Endocrine Oncology,,204 301 302 304 604
International Journal of Endocrinology,International Journal of Endocrinology,204 301 302 303 304 403 404 405 604
International Journal of Endocrinology and Metabolism,International Journal of Endocrinology and Metabolism,204 302 303 304 404 405 604
International Journal of Energetic Materials and Chemical Propulsion,International Journal of Energetic Materials and Chemical Propulsion,207 208 605
International Journal of Energy and Environmental Engineering,International Journal of Energy and Environmental Engineering,201 206 208 209 402 605
International Journal of Energy and Statistics,,209 501 605
International Journal of Energy Optimization and Engineering,,202 208 209 605
INTERNATIONAL JOURNAL OF ENERGY RESEARCH,International Journal of Energy Research,207 208 209 401 506 605
International Journal of Energy Sector Management,International Journal of Energy Sector Management,208 209 506 605
International Journal of Engine Research,International Journal of Engine Research,206 208 209
International Journal of Engineering,,201 203 204 205 206 208 209
International Journal of Engineering and Geosciences,,206 209
International Journal of Engineering and Technology Innovation,International Journal of Engineering and Technology Innovation,201 202 204 205 206 207 208 209
International Journal of Engineering Business Management,International Journal of Engineering Business Management,203 506
INTERNATIONAL JOURNAL OF ENGINEERING EDUCATION,International Journal of Engineering Education,201 203 204 205 206 208 209
International Journal of Engineering Pedagogy,International Journal of Engineering Pedagogy,206
International Journal of Engineering Research in Africa,International Journal of Engineering Research in Africa,204 206 208 209
INTERNATIONAL JOURNAL OF ENGINEERING SCIENCE,International Journal of Engineering Science,201 203 204 206 207 208
International Journal of Engineering Social Justice and Peace,,508
International Journal of Engineering Systems Modelling and SImulation,International Journal of Engineering Systems Modelling and Simulation,201 202 203 204 205 206 208 209 503 603
International Journal of English Linguistics,,104
International Journal of English Studies,International Journal of English Studies,104 105 106
International Journal of Enterprise Information Systems,International Journal of Enterprise Information Systems,203 504 506 602
International Journal of Entrepreneurial Behaviour & Research,International Journal of Entrepreneurial Behaviour and Research,501 506
International Journal of Entrepreneurial Venturing,International Journal of Entrepreneurial Venturing,506
International Journal of Entrepreneurship and Innovation,International Journal of Entrepreneurship and Innovation,506
INTERNATIONAL JOURNAL OF ENVIRONMENT AND POLLUTION,International Journal of Environment and Pollution,201 205 207 209 401 402 604 605 607
International Journal of Environment and Sustainable Development,International Journal of Environment and Sustainable Development,201 209 401 402 403 501 502 503 506 605
INTERNATIONAL JOURNAL OF ENVIRONMENTAL ANALYTICAL CHEMISTRY,International Journal of Environmental Analytical Chemistry,205 209 301 304 402 403 404 604 605
INTERNATIONAL JOURNAL OF ENVIRONMENTAL HEALTH RESEARCH,International Journal of Environmental Health Research,204 209 301 302 304 402 403 404 604 605
International Journal of Environmental Research,International Journal of Environmental Research,201 206 209 401 402 506 604 607
International Journal of Environmental Research and Public Health,International Journal of Environmental Research and Public Health,201 206 209 301 302 303 304 401 402 403 404 502 506 507 604 605
International Journal of Environmental Science and Technology,International Journal of Environmental Science and Technology,201 204 205 206 207 208 209 301 304 401 402 403 404 506 604 605 607
International Journal of Environmental Technology and Management,International Journal of Environmental Technology and Management,201 205 206 208 209 402 506
INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,International Journal of Epidemiology,204 301 302 304
International Journal of E-Planning Research,International Journal of E-Planning Research,201 203 204 502 506
International Journal of E-Politics,,103 505
International Journal of Esthetic Dentistry,The international journal of esthetic dentistry,204 301 302
International Journal of Ethics and Systems,International Journal of Ethics and Systems,102 506
International Journal of Event and Festival Management,International Journal of Event and Festival Management,506
International Journal of Evidence Based Coaching & Mentoring,,303
International Journal of Evidence-Based Healthcare,International Journal of Evidence-Based Healthcare,204 301 302 304
International Journal of Exergy,International Journal of Exergy,209 605
INTERNATIONAL JOURNAL OF EXPERIMENTAL PATHOLOGY,International Journal of Experimental Pathology,204 301 302 304 404 604 605
International Journal of Fashion Studies,International Journal of Fashion Studies,106 508
INTERNATIONAL JOURNAL OF FATIGUE,International Journal of Fatigue,204 206 207 208 301
International Journal of Feminist Approaches To Bioethics,International Journal of Feminist Approaches to Bioethics,102 106 204 301 304
International Journal of Fertility & Sterility,International Journal of Fertility and Sterility,204 302 304 604
INTERNATIONAL JOURNAL OF FINANCE & ECONOMICS,International Journal of Finance and Economics,501 506
International Journal of Financial Engineering,,501 506
International Journal of Financial Studies,,501 506
International Journal of Fluid Mechanics Research,International Journal of Fluid Mechanics Research,204 206 208 209 601 606
International Journal of Fluid Power,International Journal of Fluid Power,204 206 208 209 601 606
International Journal of Food Engineering,International Journal of Food Engineering,205 206 208 301 304 402 403 404 405
