Title1,Title2,Humanities,Tech,Medical,Farm,Social,Science,Religion,Arts
EUROPEAN JOURNAL OF AGRONOMY,European Journal of Agronomy,0,0,0,1,0,0,0,0
European Journal of American Studies,,5,0,0,0,1,0,0,0
EUROPEAN JOURNAL OF ANAESTHESIOLOGY,European Journal of Anaesthesiology,0,1,3,1,0,0,0,0
European Journal of Anatomy,European Journal of Anatomy,0,0,3,1,0,1,0,0
European Journal of Applied Linguistics,,1,0,0,0,0,0,0,0
EUROPEAN JOURNAL OF APPLIED MATHEMATICS,European Journal of Applied Mathematics,0,3,0,0,0,2,0,0
EUROPEAN JOURNAL OF APPLIED PHYSIOLOGY,European Journal of Applied Physiology,0,1,4,2,0,1,0,0
European Journal of Archaeology,European Journal of Archaeology,1,1,0,0,0,0,0,0
European Journal of Breast Health,Meme Sagligi Dergisi / Journal of Breast Health,0,1,3,0,0,0,0,0
EUROPEAN JOURNAL OF CANCER,European Journal of Cancer,0,1,3,1,0,2,0,0
EUROPEAN JOURNAL OF CANCER CARE,European Journal of Cancer Care,0,1,3,1,0,1,0,0
EUROPEAN JOURNAL OF CANCER PREVENTION,European Journal of Cancer Prevention,0,1,3,1,0,1,0,0
EUROPEAN JOURNAL OF CARDIO-THORACIC SURGERY,European Journal of Cardio-thoracic Surgery,0,1,2,1,0,0,0,0
European Journal of Cardiovascular Nursing,European Journal of Cardiovascular Nursing,0,0,2,0,0,0,0,0
EUROPEAN JOURNAL OF CELL BIOLOGY,European Journal of Cell Biology,0,1,3,4,0,1,0,0
EUROPEAN JOURNAL OF CLINICAL INVESTIGATION,European Journal of Clinical Investigation,0,1,3,1,0,2,0,0
EUROPEAN JOURNAL OF CLINICAL MICROBIOLOGY & INFECTIOUS DISEASES,European Journal of Clinical Microbiology and Infectious Diseases,0,1,3,1,0,0,0,0
EUROPEAN JOURNAL OF CLINICAL NUTRITION,European Journal of Clinical Nutrition,0,1,4,2,0,1,0,0
EUROPEAN JOURNAL OF CLINICAL PHARMACOLOGY,European Journal of Clinical Pharmacology,0,1,3,1,0,0,0,0
EUROPEAN JOURNAL OF COMBINATORICS,European Journal of Combinatorics,0,1,0,0,0,2,0,0
EUROPEAN JOURNAL OF COMMUNICATION,European Journal of Communication,1,0,0,0,2,0,0,0
European Journal of Comparative Economics,European Journal of Comparative Economics,0,0,0,0,1,0,0,0
European Journal of Computational Mechanics,European Journal of Computational Mechanics,0,6,0,0,0,3,0,0
European Journal of Contemporary Education,European Journal of Contemporary Education,0,0,0,0,1,0,0,0
EUROPEAN JOURNAL OF CONTRACEPTION AND REPRODUCTIVE HEALTH CARE,European Journal of Contraception and Reproductive Health Care,0,1,3,0,0,0,0,0
EUROPEAN JOURNAL OF CONTROL,European Journal of Control,0,4,0,0,0,0,0,0
European Journal of Crime Criminal Law and Criminal Justice,"European Journal of Crime, Criminal Law and Criminal Justice",0,0,0,0,2,0,0,0
European Journal of Criminology,European Journal of Criminology,0,0,0,0,3,0,0,0
European Journal of Cultural Studies,European Journal of Cultural Studies,2,1,0,0,2,0,0,0
European Journal of Dental Education,European Journal of Dental Education,0,0,1,0,0,0,0,0
EUROPEAN JOURNAL OF DERMATOLOGY,European Journal of Dermatology,0,0,3,0,0,1,0,0
European Journal of Development Research,European Journal of Development Research,0,2,1,0,3,0,0,0
European Journal of Developmental Psychology,European Journal of Developmental Psychology,0,0,2,0,1,0,0,0
EUROPEAN JOURNAL OF DRUG METABOLISM AND PHARMACOKINETICS,European Journal of Drug Metabolism and Pharmacokinetics,0,0,3,1,0,1,0,0
European Journal of Economics and Economic Policies-Intervention,European Journal of Economics and Economic Policies: Intervention,0,0,1,0,2,0,0,0
European Journal of Education,European Journal of Education,1,1,0,0,1,0,0,0
European Journal of Education and Psychology,,0,0,2,0,2,0,0,0
European Journal of Emergency Medicine,European Journal of Emergency Medicine,0,1,2,1,0,0,0,0
EUROPEAN JOURNAL OF ENDOCRINOLOGY,European Journal of Endocrinology,0,1,3,1,0,1,0,0
European Journal of Engineering Education,European Journal of Engineering Education,0,4,0,0,0,1,0,0
European Journal of English Studies,European Journal of English Studies,3,0,0,0,0,0,0,0
EUROPEAN JOURNAL OF ENTOMOLOGY,European Journal of Entomology,0,0,0,3,0,1,0,0
European Journal of Environmental and Civil Engineering,European Journal of Environmental and Civil Engineering,0,4,0,2,0,0,0,0
European Journal of Environmental Sciences,European Journal of Environmental Sciences,0,3,0,2,2,3,0,0
EUROPEAN JOURNAL OF EPIDEMIOLOGY,European Journal of Epidemiology,0,1,3,0,0,0,0,0
European Journal of Finance,European Journal of Finance,0,0,1,0,2,0,0,0
EUROPEAN JOURNAL OF FOREST RESEARCH,European Journal of Forest Research,0,2,0,2,0,2,0,0
European Journal of Futures Research,European Journal of Futures Research,0,0,1,0,2,0,0,0
EUROPEAN JOURNAL OF GASTROENTEROLOGY & HEPATOLOGY,European Journal of Gastroenterology and Hepatology,0,1,2,0,0,0,0,0
European Journal of General Practice,European Journal of General Practice,0,1,3,0,0,0,0,0
EUROPEAN JOURNAL OF GYNAECOLOGICAL ONCOLOGY,European Journal of Gynaecological Oncology,0,1,3,0,0,1,0,0
EUROPEAN JOURNAL OF HAEMATOLOGY,European Journal of Haematology,0,1,3,1,0,1,0,0
European Journal of Health Economics,European Journal of Health Economics,1,0,2,0,2,0,0,0
European Journal of Health Law,European Journal of Health Law,0,0,3,0,2,0,0,0
EUROPEAN JOURNAL OF HEART FAILURE,European Journal of Heart Failure,0,1,2,0,0,0,0,0
EUROPEAN JOURNAL OF HISTOCHEMISTRY,European Journal of Histochemistry,0,1,3,3,0,1,0,0
EUROPEAN JOURNAL OF HORTICULTURAL SCIENCE,European Journal of Horticultural Science,0,0,0,2,0,0,0,0
European Journal of Hospital Pharmacy-Science and Practice,European Journal of Hospital Pharmacy: Science and Practice,0,0,3,1,0,0,0,0
EUROPEAN JOURNAL OF HUMAN GENETICS,European Journal of Human Genetics,0,1,4,1,0,1,0,0
European Journal of Human Movement,,0,0,2,0,0,0,0,0
EUROPEAN JOURNAL OF IMMUNOLOGY,European Journal of Immunology,0,1,3,1,0,1,0,0
European Journal of Industrial Engineering,European Journal of Industrial Engineering,0,4,0,0,1,0,0,0
EUROPEAN JOURNAL OF INDUSTRIAL RELATIONS,European Journal of Industrial Relations,0,1,0,0,4,0,0,0
European Journal of Inflammation,European Journal of Inflammation,0,1,3,1,0,1,0,0
EUROPEAN JOURNAL OF INFORMATION SYSTEMS,European Journal of Information Systems,0,2,0,0,2,1,0,0
European Journal of Innovation Management,European Journal of Innovation Management,0,1,0,0,1,0,0,0
EUROPEAN JOURNAL OF INORGANIC CHEMISTRY,European Journal of Inorganic Chemistry,0,2,1,2,0,1,0,0
European Journal of Integrative Medicine,European Journal of Integrative Medicine,0,1,3,0,0,0,0,0
European Journal of Internal Medicine,European Journal of Internal Medicine,0,1,3,0,0,0,0,0
European Journal of International Law,European Journal of International Law,0,0,0,0,4,0,0,0
European Journal of International Management,European Journal of International Management,0,1,0,0,1,0,0,0
EUROPEAN JOURNAL OF INTERNATIONAL RELATIONS,European Journal of International Relations,1,0,0,0,2,0,0,0
European Journal of International Security,,0,0,0,0,3,0,0,0
European Journal of Investigation in Health Psychology and Education,,0,0,3,0,1,0,0,0
European Journal of Jewish Studies,European Journal of Jewish Studies,3,0,0,0,0,0,0,0
European Journal of Law and Economics,European Journal of Law and Economics,0,0,0,0,3,0,0,0
European Journal of Legal Studies,European Journal of Legal Studies,0,0,0,0,1,0,0,0
EUROPEAN JOURNAL OF LIPID SCIENCE AND TECHNOLOGY,European Journal of Lipid Science and Technology,0,3,2,2,0,2,0,0
European Journal of Management and Business Economics,European Journal of Management and Business Economics,0,1,0,0,2,0,0,0
EUROPEAN JOURNAL OF MARKETING,European Journal of Marketing,0,0,0,0,1,0,0,0
EUROPEAN JOURNAL OF MASS SPECTROMETRY,European Journal of Mass Spectrometry,0,3,3,1,0,2,0,0
European Journal of Mathematics,European Journal of Mathematics,0,0,0,0,0,1,0,0
EUROPEAN JOURNAL OF MECHANICS A-SOLIDS,"European Journal of Mechanics, A/Solids",0,4,0,0,0,2,0,0
EUROPEAN JOURNAL OF MECHANICS B-FLUIDS,"European Journal of Mechanics, B/Fluids",0,5,0,0,0,3,0,0
European Journal of Media Art and Photography,,2,1,0,0,0,0,0,0
European Journal of Medical Genetics,European Journal of Medical Genetics,0,1,3,0,0,1,0,0
EUROPEAN JOURNAL OF MEDICAL RESEARCH,European Journal of Medical Research,0,1,4,1,0,0,0,0
EUROPEAN JOURNAL OF MEDICINAL CHEMISTRY,European Journal of Medicinal Chemistry,0,1,3,1,0,1,0,0
European Journal of Mental Health,European Journal of Mental Health,0,0,3,0,1,0,0,0
European Journal of Microbiology and Immunology,,0,1,2,1,0,1,0,0
EUROPEAN JOURNAL OF MIGRATION AND LAW,European Journal of Migration and Law,2,0,1,0,4,0,0,0
EUROPEAN JOURNAL OF MINERALOGY,European Journal of Mineralogy,0,1,0,0,0,1,0,0
European Journal of Nanomedicine,European Journal of Nanomedicine,0,2,3,1,0,1,0,0
EUROPEAN JOURNAL OF NEUROLOGY,European Journal of Neurology,0,1,3,0,0,2,0,0
EUROPEAN JOURNAL OF NEUROSCIENCE,European Journal of Neuroscience,0,1,4,0,0,1,0,0
EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING,European Journal of Nuclear Medicine and Molecular Imaging,0,1,3,1,0,1,0,0
EUROPEAN JOURNAL OF NUTRITION,European Journal of Nutrition,0,1,4,3,0,0,0,0
European Journal of Obstetrics & Gynecology and Reproductive Biology,European Journal of Obstetrics & Gynecology and Reproductive Biology,0,1,3,0,0,1,0,0
European Journal of Oncology Nursing,European Journal of Oncology Nursing,0,0,3,0,0,0,0,0
EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,European Journal of Operational Research,0,5,0,0,2,1,0,0
EUROPEAN JOURNAL OF OPHTHALMOLOGY,European Journal of Ophthalmology,0,1,3,1,0,0,0,0
European Journal of Oral Implantology,European journal of oral implantology,0,1,2,0,0,0,0,0
EUROPEAN JOURNAL OF ORAL SCIENCES,European Journal of Oral Sciences,0,0,1,0,0,0,0,0
EUROPEAN JOURNAL OF ORGANIC CHEMISTRY,European Journal of Organic Chemistry,0,2,1,1,0,1,0,0
EUROPEAN JOURNAL OF ORTHODONTICS,European Journal of Orthodontics,0,0,1,0,0,0,0,0
European Journal of Paediatric Dentistry,European Journal of Paediatric Dentistry,0,1,2,0,0,0,0,0
EUROPEAN JOURNAL OF PAEDIATRIC NEUROLOGY,European Journal of Paediatric Neurology,0,1,3,0,0,0,0,0
EUROPEAN JOURNAL OF PAIN,European Journal of Pain,0,1,3,0,0,1,0,0
EUROPEAN JOURNAL OF PEDIATRIC SURGERY,European Journal of Pediatric Surgery,0,1,3,0,0,0,0,0
European Journal of Pediatric Surgery Reports,,0,1,2,0,0,0,0,0
EUROPEAN JOURNAL OF PEDIATRICS,European Journal of Pediatrics,0,1,2,0,0,1,0,0
EUROPEAN JOURNAL OF PERSONALITY,European Journal of Personality,0,0,0,0,1,0,0,0
EUROPEAN JOURNAL OF PHARMACEUTICAL SCIENCES,European Journal of Pharmaceutical Sciences,0,1,3,2,0,1,0,0
EUROPEAN JOURNAL OF PHARMACEUTICS AND BIOPHARMACEUTICS,European Journal of Pharmaceutics and Biopharmaceutics,0,2,3,2,0,2,0,0
EUROPEAN JOURNAL OF PHARMACOLOGY,European Journal of Pharmacology,0,0,3,3,0,0,0,0
EUROPEAN JOURNAL OF PHILOSOPHY,European Journal of Philosophy,1,0,0,0,0,0,0,0
EUROPEAN JOURNAL OF PHYCOLOGY,European Journal of Phycology,0,0,1,2,0,2,0,0
European Journal of Physical and Rehabilitation Medicine,European Journal of Physical and Rehabilitation Medicine,0,1,3,0,0,0,0,0
EUROPEAN JOURNAL OF PHYSICS,European Journal of Physics,0,3,0,0,0,2,0,0
European Journal of Physiotherapy,European Journal of Physiotherapy,0,1,3,0,0,0,0,0
EUROPEAN JOURNAL OF PLANT PATHOLOGY,European Journal of Plant Pathology,0,0,1,2,0,1,0,0
EUROPEAN JOURNAL OF PLASTIC SURGERY,European Journal of Plastic Surgery,0,1,2,0,0,0,0,0
European Journal of Political Economy,European Journal of Political Economy,2,0,0,0,6,0,0,0
EUROPEAN JOURNAL OF POLITICAL RESEARCH,European Journal of Political Research,2,0,0,0,3,0,0,0
European Journal of Population,European Journal of Population,1,0,1,0,3,0,0,0
European Journal of Pragmatism and American Philosophy,,1,0,0,0,0,0,0,0
European Journal of Preventive Cardiology,European Journal of Preventive Cardiology,0,1,3,0,0,0,0,0
European Journal of Probation,,0,0,0,0,2,0,0,0
European Journal of Prosthodontics and Restorative Dentistry,The European journal of prosthodontics and restorative dentistry,0,1,2,0,0,0,0,0
EUROPEAN JOURNAL OF PROTISTOLOGY,European Journal of Protistology,0,2,2,1,0,1,0,0
EUROPEAN JOURNAL OF PSYCHIATRY,European Journal of Psychiatry,0,0,3,0,0,0,0,0
EUROPEAN JOURNAL OF PSYCHOLOGICAL ASSESSMENT,European Journal of Psychological Assessment,0,0,2,0,1,0,0,0
European Journal of Psychology Applied to Legal Context,European Journal of Psychology Applied to Legal Context,0,0,1,0,2,0,0,0
EUROPEAN JOURNAL OF PSYCHOLOGY OF EDUCATION,European Journal of Psychology of Education,0,0,0,0,1,0,0,0
European Journal of Psychotherapy & Counselling,European Journal of Psychotherapy and Counselling,0,0,3,0,1,0,0,0
European Journal of Psychotraumatology,European Journal of Psychotraumatology,0,0,3,0,1,0,0,0
EUROPEAN JOURNAL OF PUBLIC HEALTH,European Journal of Public Health,0,0,4,1,2,0,0,0
European Journal of Pure and Applied Mathematics,,0,0,0,0,0,1,0,0
EUROPEAN JOURNAL OF RADIOLOGY,European Journal of Radiology,0,1,3,1,0,0,0,0
European Journal of Radiology Open,European Journal of Radiology Open,0,1,2,1,0,0,0,0
European Journal of Remote Sensing,European Journal of Remote Sensing,0,4,0,2,1,2,0,0
European Journal of Rheumatology,,0,1,2,0,0,0,0,0
European Journal of Risk Regulation,European Journal of Risk Regulation,0,0,0,0,2,0,0,0
European Journal of Scandinavian Studies,European Journal of Scandinavian Studies,3,0,0,0,1,0,0,0
European Journal of Science and Theology,European Journal of Science and Theology,2,4,2,1,3,1,1,0
EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY,European Journal of Social Psychology,0,0,1,0,3,0,0,0
European Journal of Social Security,,0,0,0,0,3,0,0,0
European Journal of Social Theory,European Journal of Social Theory,0,0,0,0,1,0,0,0
European Journal of Social Work,European Journal of Social Work,0,0,1,0,3,0,0,0
EUROPEAN JOURNAL OF SOIL BIOLOGY,European Journal of Soil Biology,0,2,3,2,0,1,0,0
EUROPEAN JOURNAL OF SOIL SCIENCE,European Journal of Soil Science,0,2,0,2,0,2,0,0
European Journal of Special Needs Education,European Journal of Special Needs Education,0,0,2,0,1,0,0,0
European Journal of Sport Science,European Journal of Sport Science,0,1,4,0,1,0,0,0
European Journal of Sustainable Development,,1,3,1,2,2,1,0,0
European Journal of Taxonomy,European Journal of Taxonomy,0,0,0,1,0,1,0,0
European Journal of Teacher Education,European Journal of Teacher Education,0,1,1,0,1,0,0,0
European Journal of the History of Economic Thought,European Journal of the History of Economic Thought,2,1,1,0,2,0,0,0
European Journal of Therapeutics,,0,1,3,0,0,0,0,0
European Journal of Tourism Hospitality and Recreation,,1,0,1,0,2,0,0,0
European Journal of Tourism Research,European Journal of Tourism Research,1,1,1,0,3,0,0,0
European Journal of Training and Development,European Journal of Training and Development,0,0,0,0,3,0,0,0
European Journal of Transformation Studies,,1,0,0,0,1,0,0,0
European Journal of Translational Myology,,0,1,3,0,0,0,0,0
European Journal of Transport and Infrastructure Research,European Journal of Transport and Infrastructure Research,0,3,0,1,4,0,0,0
European Journal of Trauma and Emergency Surgery,European Journal of Trauma and Emergency Surgery,0,1,2,0,0,0,0,0
EUROPEAN JOURNAL OF VASCULAR AND ENDOVASCULAR SURGERY,European Journal of Vascular and Endovascular Surgery,0,1,2,0,0,0,0,0
EUROPEAN JOURNAL OF WILDLIFE RESEARCH,European Journal of Wildlife Research,0,0,0,3,0,1,0,0
EUROPEAN JOURNAL OF WOMENS STUDIES,European Journal of Women's Studies,2,0,1,0,1,0,0,0
European Journal of Wood and Wood Products,,0,4,0,1,0,0,0,0
European Journal of Work and Organizational Psychology,European Journal of Work and Organizational Psychology,0,0,1,0,3,0,0,0
European Journal on Criminal Policy and Research,European Journal on Criminal Policy and Research,0,0,0,0,3,0,0,0
European Judaism-A Journal for the New Europe,European Judaism,3,0,1,0,1,0,0,0
European Law Journal,European Law Journal,0,0,0,0,3,0,0,0
European Law Review,European Law Review,0,0,0,0,3,0,0,0
European Legacy-Toward New Paradigms,European Legacy,3,0,0,0,0,0,0,0
European Management Journal,European Management Journal,0,1,0,0,2,0,0,0
European Management Review,European Management Review,0,0,0,0,2,0,0,0
EUROPEAN NEUROLOGY,European Neurology,0,1,3,0,0,1,0,0
EUROPEAN NEUROPSYCHOPHARMACOLOGY,European Neuropsychopharmacology,0,1,3,0,1,1,0,0
European Physical Education Review,European Physical Education Review,0,1,3,0,1,0,0,0
EUROPEAN PHYSICAL JOURNAL A,European Physical Journal A,0,2,0,0,0,1,0,0
EUROPEAN PHYSICAL JOURNAL B,European Physical Journal B,0,4,0,0,0,1,0,0
EUROPEAN PHYSICAL JOURNAL C,European Physical Journal C,0,4,0,0,0,2,0,0
EUROPEAN PHYSICAL JOURNAL D,European Physical Journal D,0,4,0,0,0,1,0,0
EUROPEAN PHYSICAL JOURNAL E,European Physical Journal E,0,4,2,1,0,3,0,0
European Physical Journal H,European Physical Journal H,0,2,0,0,0,2,0,0
European Physical Journal Plus,European Physical Journal Plus,0,2,0,1,0,2,0,0
EUROPEAN PHYSICAL JOURNAL-APPLIED PHYSICS,EPJ Applied Physics,0,4,1,0,0,3,0,0
European Physical Journal-Special Topics,European Physical Journal: Special Topics,0,4,1,0,0,3,0,0
EUROPEAN PLANNING STUDIES,European Planning Studies,0,2,0,0,3,0,0,0
European Political Science,European Political Science,1,0,0,0,4,0,0,0
European Political Science Review,European Political Science Review,2,0,0,0,3,0,0,0
EUROPEAN POLYMER JOURNAL,European Polymer Journal,0,5,1,2,0,2,0,0
European Poultry Science,European Poultry Science,0,0,0,3,0,0,0,0
EUROPEAN PSYCHIATRY,European Psychiatry,0,0,3,0,0,0,0,0
EUROPEAN PSYCHOLOGIST,European Psychologist,0,0,1,0,2,0,0,0
European Public Law,European Public Law,0,0,0,0,1,0,0,0
EUROPEAN RADIOLOGY,European Radiology,0,1,3,0,0,0,0,0
European Research on Management and Business Economics,European Research on Management and Business Economics,0,0,0,0,3,0,0,0
EUROPEAN RESPIRATORY JOURNAL,European Respiratory Journal,0,1,2,0,0,0,0,0
European Respiratory Review,European Respiratory Review,0,1,2,0,0,0,0,0
European Review,European Review,2,2,0,0,2,0,0,0
European Review for Medical and Pharmacological Sciences,European Review for Medical and Pharmacological Sciences,0,1,3,1,0,0,0,0
European Review of Aging and Physical Activity,European Reviews of Aging and Physical Activity,0,1,4,0,0,0,0,0
EUROPEAN REVIEW OF AGRICULTURAL ECONOMICS,European Review of Agricultural Economics,0,0,0,1,3,0,0,0
EUROPEAN REVIEW OF APPLIED PSYCHOLOGY-REVUE EUROPEENNE DE PSYCHOLOGIE APPLIQUEE,Revue Europeenne de Psychologie Appliquee,0,0,1,0,2,0,0,0
European Review of Economic History,European Review of Economic History,1,0,0,0,2,0,0,0
European Review of History-Revue Europeenne d Histoire,European Review of History/Revue Europeenne d'Histoire,1,0,0,0,0,0,0,0
European Review of Private Law,,0,0,0,0,1,0,0,0
European Review of Social Psychology,European Review of Social Psychology,0,0,0,0,1,0,0,0
European Romantic Review,European Romantic Review,2,0,0,0,0,0,0,0
European Security,,0,0,0,0,3,0,0,0
EUROPEAN SOCIETIES,European Societies,1,1,1,0,1,0,0,0
EUROPEAN SOCIOLOGICAL REVIEW,European Sociological Review,0,0,1,0,2,0,0,0
European Spatial Research and Policy,European Spatial Research and Policy,0,2,0,0,1,0,0,0
EUROPEAN SPINE JOURNAL,European Spine Journal,0,1,4,0,0,0,0,0
European Sport Management Quarterly,European Sport Management Quarterly,0,0,1,0,1,0,0,0
European Stroke Journal,European Stroke Journal,0,1,2,0,0,1,0,0
European Surgery-Acta Chirurgica Austriaca,European Surgery - Acta Chirurgica Austriaca,0,1,2,0,0,0,0,0
EUROPEAN SURGICAL RESEARCH,European Surgical Research,0,1,2,0,0,0,0,0
European Thyroid Journal,European Thyroid Journal,0,1,3,0,0,1,0,0
European Transport Research Review,European Transport Research Review,0,2,0,0,4,0,0,0
European Transport-Trasporti Europei,European Transport - Trasporti Europei,0,2,0,0,2,0,0,0
EUROPEAN UNION POLITICS,European Union Politics,2,0,0,0,3,0,0,0
EUROPEAN URBAN AND REGIONAL STUDIES,European Urban and Regional Studies,1,2,0,1,4,0,0,0
EUROPEAN UROLOGY,European Urology,0,1,3,0,0,0,0,0
EUROPEAN UROLOGY SUPPLEMENTS,"European Urology, Supplements",0,1,2,0,0,0,0,0
European Zoological Journal,European Zoological Journal,0,0,0,2,0,1,0,0
EUROPE-ASIA STUDIES,Europe-Asia Studies,2,1,0,0,4,0,0,0
EUROPE-REVUE LITTERAIRE MENSUELLE,Europe,1,0,0,0,0,0,0,0
Europes Journal of Psychology,Europe's Journal of Psychology,0,0,0,0,1,0,0,0
Europolity-Continuity and Change in European Governance,,1,0,0,0,1,0,0,0
Eurosurveillance,Eurosurveillance,0,1,3,1,0,1,0,0
Euskera,,1,0,0,0,0,0,0,0
Evaluation,Evaluation,0,0,1,0,3,0,0,0
EVALUATION & THE HEALTH PROFESSIONS,Evaluation and the Health Professions,0,1,2,0,0,0,0,0
EVALUATION AND PROGRAM PLANNING,Evaluation and Program Planning,0,2,1,0,1,0,0,0
EVALUATION REVIEW,Evaluation Review,0,0,1,0,2,0,0,0
Everymans Science,,1,3,2,1,1,3,0,0
Evidence & Policy,Evidence and Policy,0,0,1,0,2,0,0,0
Evidence Based Library and Information Practice,Evidence Based Library and Information Practice,0,0,0,0,2,0,0,0
Evidence-based Complementary and Alternative Medicine,Evidence-Based Complementary and Alternative Medicine,0,1,3,2,0,0,0,0
Evidence-based HRM-A Global Forum for Empirical Scholarship,Evidence-based HRM,0,0,0,0,1,0,0,0
Evidence-Based Mental Health,Evidence-Based Mental Health,0,0,2,0,0,0,0,0
EvoDevo,EvoDevo,0,1,2,0,0,1,0,0
EVOLUTION,Evolution; international journal of organic evolution,0,1,3,1,0,2,0,0
EVOLUTION & DEVELOPMENT,Evolution and Development,0,0,3,1,0,1,0,0
EVOLUTION AND HUMAN BEHAVIOR,Evolution and Human Behavior,0,2,4,0,1,1,0,0
Evolution Equations and Control Theory,Evolution Equations and Control Theory,0,3,0,0,0,1,0,0
EVOLUTION PSYCHIATRIQUE,Evolution Psychiatrique,0,0,2,0,0,0,0,0
Evolutionary and Institutional Economics Review,,0,0,0,0,2,0,0,0
EVOLUTIONARY ANTHROPOLOGY,Evolutionary Anthropology,1,1,3,0,0,1,0,0
Evolutionary Applications,Evolutionary Applications,0,1,2,2,0,1,0,0
Evolutionary Bioinformatics,Evolutionary Bioinformatics,0,3,2,1,0,2,0,0
Evolutionary Biology,Evolutionary Biology,0,1,1,1,0,1,0,0
EVOLUTIONARY COMPUTATION,Evolutionary Computation,0,4,0,0,1,1,0,0
EVOLUTIONARY ECOLOGY,Evolutionary Ecology,0,0,1,1,0,1,0,0
