Journal,Humanities,Technology,Medical,Farm,Social,Science,Religion,Arts
caravelle cahiers du monde hispanique et luso bresilien,4,0,0,0,0,0,0,0
carbohydrate polymers,0,4,1,3,0,1,0,0
carbohydrate research,0,4,4,3,0,2,0,0
carbon,0,5,1,2,0,2,0,0
carbon letters,0,4,1,2,0,2,0,0
carbon management,0,2,0,2,0,2,0,0
carbonates and evaporites,0,1,0,0,0,1,0,0
carcinogenesis,0,1,3,1,0,1,0,0
cardiogenetics,0,1,2,0,0,0,0,0
cardiology,0,1,3,1,0,0,0,0
cardiology and therapy,0,1,4,1,0,0,0,0
cardiology clinics,0,1,3,1,0,0,0,0
cardiology in review,0,1,4,1,0,0,0,0
cardiology in the young,0,1,3,1,0,0,0,0
cardiology journal,0,1,3,2,0,1,0,0
cardiology research,0,1,3,1,0,0,0,0
cardiology research and practice,0,1,3,1,0,0,0,0
cardiometry,0,1,3,0,0,0,0,0
cardiorenal medicine,0,1,3,0,0,0,0,0
cardiovascular and interventional radiology,0,1,2,0,0,0,0,0
cardiovascular diabetology,0,1,2,0,0,1,0,0
cardiovascular diagnosis and therapy,0,1,2,1,0,0,0,0
cardiovascular drugs and therapy,0,1,3,0,0,0,0,0
cardiovascular endocrinology & metabolism,0,1,3,1,0,0,0,0
cardiovascular engineering and technology,0,3,3,0,0,0,0,0
cardiovascular innovations and applications,0,1,2,0,0,0,0,0
cardiovascular intervention and therapeutics,0,1,3,1,0,0,0,0
cardiovascular journal of africa,0,1,2,1,0,0,0,0
cardiovascular pathology,0,1,4,1,0,0,0,0
cardiovascular research,0,1,4,2,0,1,0,0
cardiovascular revascularization medicine,0,1,3,1,0,0,0,0
cardiovascular therapeutics,0,1,3,0,0,0,0,0
cardiovascular toxicology,0,1,3,0,0,2,0,0
cardiovascular ultrasound,0,1,2,0,0,0,0,0
career development and transition for exceptional individuals,0,0,0,0,1,0,0,0
career development international,0,0,1,0,1,0,0,0
career development quarterly,0,0,1,0,1,0,0,0
caribbean journal of science,1,4,1,1,1,1,0,0
caries research,0,0,1,0,0,0,0,0
carnets de geologie,0,2,0,0,0,2,0,0
carpathian journal of earth and environmental sciences,0,4,0,2,0,2,0,0
carpathian journal of food science and technology,0,1,2,3,0,0,0,0
carpathian journal of mathematics,0,0,0,0,0,1,0,0
carpathian mathematical publications,0,0,0,0,0,1,0,0
cartaphilus,2,0,0,0,0,0,0,0
carte romanze,1,0,0,0,0,0,0,0
cartilage,0,2,1,0,0,0,0,0
cartographic journal,0,3,0,0,0,1,0,0
cartographica,0,3,0,0,0,1,0,0
cartography and geographic information science,0,4,0,0,1,1,0,0
caryologia,0,1,3,4,0,1,0,0
case reports in cardiology,0,1,3,1,0,0,0,0
case reports in dentistry,0,0,1,0,0,0,0,0
case reports in dermatology,0,0,2,1,0,0,0,0
case reports in endocrinology,0,1,3,2,0,0,0,0
case reports in gastrointestinal medicine,0,1,1,0,0,0,0,0
case reports in hematology,0,1,1,1,0,0,0,0
case reports in immunology,0,1,1,1,0,2,0,0
case reports in infectious diseases,0,0,1,1,0,1,0,0
case reports in medicine,0,1,2,1,0,0,0,0
case reports in nephrology and dialysis,0,1,2,0,0,0,0,0
case reports in neurological medicine,0,1,2,0,0,0,0,0
case reports in neurology,0,1,2,1,0,0,0,0
case reports in oncological medicine,0,1,2,1,0,1,0,0
case reports in oncology,0,1,2,1,0,1,0,0
case reports in ophthalmological medicine,0,1,2,0,0,0,0,0
case reports in ophthalmology,0,1,1,0,0,0,0,0
case reports in otolaryngology,0,0,1,0,0,0,0,0
case reports in pathology,0,0,1,1,0,0,0,0
case reports in pediatrics,0,0,1,0,0,0,0,0
case reports in perinatal medicine,0,1,1,0,0,1,0,0
case reports in plastic surgery and hand surgery,0,1,2,0,0,0,0,0
case reports in surgery,0,1,1,1,0,0,0,0
case studies in thermal engineering,0,5,0,0,0,1,0,0
case studies on transport policy,0,2,0,0,2,0,0,0
casopis za ekonomiju i trzisne komunikacije,0,0,0,0,1,0,0,0
casopis za suvremenu povijest,1,0,0,0,0,0,0,0
caspian journal of internal medicine,0,1,3,0,0,0,0,0
castanea,0,0,1,2,0,1,0,0
castilla estudios de literatura,1,0,0,0,0,0,0,0
catalan journal of communication & cultural studies,2,0,0,0,2,0,0,0
catalan journal of linguistics,1,0,0,0,0,0,0,0
cataloging & classification quarterly,0,0,0,0,1,0,0,0
catalysis communications,0,4,1,1,0,2,0,0
catalysis in industry,0,2,1,0,0,0,0,0
catalysis letters,0,2,1,2,0,2,0,0
catalysis reviews science and engineering,0,2,1,1,0,1,0,0
catalysis science & technology,0,2,1,0,0,1,0,0
catalysis structure & reactivity,0,0,1,0,0,1,0,0
catalysis surveys from asia,0,1,1,1,0,1,0,0
catalysis today,0,4,1,3,0,2,0,0
catalysts,0,3,1,0,0,2,0,0
catedral tomada revista de critica literaria latinoamericana journal of latin american literary criticism,2,0,0,0,0,0,0,0
categories and general algebraic structures with applications,0,1,0,0,0,2,0,0
catena,0,3,0,2,0,1,0,0
catheterization and cardiovascular interventions,0,1,3,1,0,0,0,0
catholic biblical quarterly,2,0,0,0,0,0,1,0
catholic historical review,1,1,0,0,1,0,1,0
catholic social science review,1,0,0,0,2,0,1,0
catholic university law review,0,1,0,0,2,0,0,0
catrina the international journal of environmental sciences,0,2,0,1,0,2,0,0
cattle practice,0,0,0,2,0,0,0,0
cauce revista internacional de filologia comunicacion y sus didacticas,1,0,0,0,0,0,0,0
cauriensia revista anual de ciencias eclesiasticas,0,0,0,0,0,0,1,0
cbe life sciences education,0,1,2,2,0,0,0,0
ccamlr science,0,1,0,1,0,1,0,0
cea critic,1,0,0,0,0,0,0,0
ceas space journal,0,0,0,0,0,1,0,0
cedille revista de estudios franceses,2,0,0,0,0,0,0,0
celebrity studies,1,0,0,0,2,0,0,0
celehis revista del centro de letras hispanoamericanas,1,0,0,0,0,0,0,0
celestial mechanics & dynamical astronomy,0,0,0,0,0,2,0,0
cell,0,1,3,3,0,2,0,0
cell adhesion & migration,0,1,3,1,0,1,0,0
cell and bioscience,0,1,3,2,0,2,0,0
cell and tissue banking,0,2,3,0,0,1,0,0
cell and tissue research,0,1,3,4,0,1,0,0
cell biochemistry and biophysics,0,1,3,2,0,3,0,0
cell biochemistry and function,0,1,3,2,0,2,0,0
cell biology and toxicology,0,1,3,2,0,2,0,0
cell biology international,0,1,3,2,0,2,0,0
cell calcium,0,1,3,1,0,1,0,0
cell chemical biology,0,1,3,2,0,2,0,0
cell communication and adhesion,0,1,3,1,0,1,0,0
cell communication and signaling,0,1,3,1,0,2,0,0
cell cycle,0,1,3,1,0,1,0,0
cell death & disease,0,1,3,1,0,1,0,0
cell death and differentiation,0,1,3,0,0,2,0,0
cell discovery,0,1,3,3,0,2,0,0
cell division,0,1,3,2,0,2,0,0
cell health and cytoskeleton,0,1,3,0,0,2,0,0
cell host & microbe,0,1,3,0,0,2,0,0
cell journal,0,1,3,1,0,1,0,0
cell medicine,0,1,3,1,0,0,0,0
cell metabolism,0,1,3,2,0,1,0,0
cell proliferation,0,1,3,0,0,1,0,0
cell reports,0,1,3,1,0,2,0,0
cell research,0,1,3,1,0,1,0,0
cell stem cell,0,1,3,0,0,1,0,0
cell stress & chaperones,0,1,3,1,0,2,0,0
cell structure and function,0,1,3,2,0,1,0,0
cell systems,0,1,3,1,0,1,0,0
cell transplantation,0,2,3,0,0,1,0,0
cells,0,1,3,3,0,2,0,0
cells tissues organs,0,1,3,1,0,1,0,0
cellular & molecular biology letters,0,1,3,3,0,2,0,0
cellular & molecular immunology,0,1,3,1,0,2,0,0
cellular and molecular bioengineering,0,1,3,3,0,2,0,0
cellular and molecular biology,0,1,3,2,0,2,0,0
cellular and molecular gastroenterology and hepatology,0,1,2,0,0,0,0,0
cellular and molecular life sciences,0,1,3,4,0,2,0,0
cellular and molecular neurobiology,0,1,3,0,0,1,0,0
cellular immunology,0,1,3,1,0,2,0,0
cellular microbiology,0,1,3,1,0,1,0,0
cellular oncology,0,1,3,0,0,2,0,0
cellular physiology and biochemistry,0,1,3,2,0,1,0,0
cellular polymers,0,5,1,3,0,1,0,0
cellular reprogramming,0,1,3,2,0,1,0,0
cellular signalling,0,1,3,3,0,2,0,0
cellulose,0,4,0,3,0,0,0,0
cellulose chemistry and technology,0,4,1,3,0,1,0,0
cement & concrete composites,0,4,0,0,0,1,0,0
cement and concrete research,0,3,0,0,0,1,0,0
cement wapno beton,0,5,0,0,0,1,0,0
cen case reports,0,1,1,0,0,0,0,0
centaurus,3,0,0,0,0,0,0,0
central asian journal of global health,1,0,2,0,1,0,0,0
central asian survey,1,0,0,0,2,0,0,0
central asiatic journal,5,0,0,0,1,0,0,0
central bank review,0,0,0,0,2,0,0,0
central europe,5,1,0,0,3,0,0,0
central european history,1,1,0,0,0,0,0,0
central european journal of communication,1,0,0,0,2,0,0,0
central european journal of economic modelling and econometrics,0,1,0,0,2,1,0,0
central european journal of energetic materials,0,4,0,1,0,1,0,0
central european journal of immunology,0,1,4,2,0,1,0,0
central european journal of operations research,0,1,0,0,2,1,0,0
central european journal of public health,1,2,3,2,0,0,0,0
central european journal of urology,0,1,2,0,0,0,0,0
centro agricola,0,0,0,1,0,0,0,0
cepal review,0,0,0,0,2,0,0,0
cephalalgia,0,1,3,0,0,0,0,0
ceramics international,0,4,1,0,0,2,0,0
ceramics art and perception,2,1,0,0,0,0,0,0
ceramics silikaty,0,4,0,0,0,2,0,0
cercles revista d historia cultural,2,0,0,0,0,0,0,0
cercles revue pluridisciplinaire du monde anglophone,4,0,0,0,1,0,0,0
cereal chemistry,0,0,1,2,0,1,0,0
cereal foods world,0,0,2,2,0,0,0,0
cereal research communications,0,0,2,2,0,1,0,0
cerebellum,0,1,3,0,0,1,0,0
cerebral cortex,0,1,3,0,0,1,0,0
cerebrovascular diseases,0,1,3,0,0,1,0,0
cerebrovascular diseases extra,0,1,3,0,0,1,0,0
cerne,0,0,0,1,0,0,0,0
cesifo economic studies,0,0,0,0,2,0,0,0
ceska a slovenska neurologie a neurochirurgie,0,1,4,0,0,0,0,0
ceska gynekologie czech gynaecology,0,1,2,0,0,0,0,0
ceska literatura,1,0,0,0,0,0,0,0
ceskoslovenska psychologie,0,0,0,0,1,0,0,0
ceylon medical journal,0,1,3,0,0,0,0,0
chalcogenide letters,0,2,1,0,0,2,0,0
challenges in sustainability,0,3,0,1,2,0,0,0
champ penal penal field,0,0,0,0,1,0,0,0
change over time an international journal of conservation and the built environment,2,2,0,1,2,0,0,0
changing english studies in culture and education,1,0,0,0,2,0,0,0
channels,0,1,2,1,0,1,0,0
chaos,0,3,1,0,0,4,0,0
chaos solitons & fractals,0,4,0,1,0,2,0,0
chasqui revista de literatura latinoamericana,1,0,0,0,0,0,0,0
chasqui revista latinoamericana de comunicacion,1,0,0,0,1,0,0,0
chaucer review,2,0,0,0,0,0,0,0
chelonian conservation and biology,0,0,0,0,0,1,0,0
chem,0,2,3,1,0,2,0,0
chem bio informatics journal,0,2,2,1,0,2,0,0
chembiochem,0,2,3,2,0,2,0,0
chembioeng reviews,0,2,1,0,0,0,0,0
chemcatchem,0,2,1,1,0,2,0,0
chemelectrochem,0,3,1,0,0,1,0,0
chemical & engineering news,0,3,1,0,0,1,0,0
chemical & pharmaceutical bulletin,0,2,3,3,0,1,0,0
chemical and biochemical engineering quarterly,0,4,2,2,0,2,0,0
chemical and petroleum engineering,0,3,0,0,0,1,0,0
chemical and process engineering inzynieria chemiczna i procesowa,0,5,1,2,0,1,0,0
chemical biology & drug design,0,1,3,2,0,2,0,0
chemical communications,0,3,1,2,0,2,0,0
chemical engineering,0,2,1,0,0,0,0,0
chemical engineering & technology,0,3,1,2,0,1,0,0
chemical engineering and processing,0,3,1,1,0,1,0,0
chemical engineering communications,0,3,1,2,0,1,0,0
chemical engineering journal,0,6,1,2,0,1,0,0
chemical engineering progress,0,4,1,2,0,1,0,0
chemical engineering research & design,0,2,1,1,0,1,0,0
chemical engineering science,0,3,1,1,0,1,0,0
chemical geology,0,1,0,0,0,1,0,0
chemical industry & chemical engineering quarterly,0,3,1,0,0,1,0,0
chemical journal of chinese universities chinese,0,2,0,1,0,0,0,0
chemical papers,0,4,2,3,0,1,0,0
chemical physics,0,3,1,0,0,3,0,0
chemical physics letters,0,3,1,0,0,3,0,0
chemical problems,0,1,1,0,0,0,0,0
chemical product and process modeling,0,4,1,0,0,1,0,0
chemical record,0,3,2,3,0,2,0,0
chemical research in chinese universities,0,1,1,1,0,0,0,0
chemical research in toxicology,0,1,3,2,0,1,0,0
chemical reviews,0,2,1,3,0,1,0,0
chemical science,0,2,1,2,0,1,0,0
chemical senses,0,2,2,2,0,1,0,0
chemical society reviews,0,2,1,2,0,1,0,0
chemical speciation and bioavailability,0,2,2,1,0,2,0,0
chemicke listy,0,2,1,2,0,1,0,0
chemico biological interactions,0,1,2,3,0,2,0,0
chemie der erde geochemistry,0,1,0,0,0,1,0,0
chemie in unserer zeit,0,2,1,1,0,0,0,0
chemie ingenieur technik,0,2,1,0,0,0,0,0
chemija,0,2,1,1,0,1,0,0
chemik,0,2,1,1,0,1,0,0
chemistry & biodiversity,0,4,2,3,0,2,0,0
chemistry & chemical technology,0,4,1,1,0,1,0,0
chemistry & industry,0,4,1,0,0,1,0,0
chemistry and ecology,0,3,0,2,0,2,0,0
chemistry and physics of lipids,0,1,3,2,0,3,0,0
chemistry and technology of fuels and oils,0,3,0,1,0,1,0,0
chemistry central journal,0,1,1,2,0,1,0,0
chemistry education research and practice,0,1,1,1,0,1,0,0
chemistry for sustainable development,0,1,1,0,0,1,0,0
chemistry journal of moldova,0,2,1,1,0,0,0,0
chemistry letters,0,2,1,2,0,1,0,0
chemistry of heterocyclic compounds,0,0,1,1,0,1,0,0
chemistry of materials,0,4,1,2,0,1,0,0
chemistry of natural compounds,0,1,2,2,0,2,0,0
chemistry a european journal,0,3,1,2,0,2,0,0
chemistry an asian journal,0,2,2,1,0,1,0,0
chemistry didactics ecology metrology,0,5,2,1,1,0,0,0
chemistryopen,0,1,1,2,0,1,0,0
chemistryselect,0,3,1,2,0,1,0,0
chemkon,0,0,0,0,1,0,0,0
chemmedchem,0,1,3,2,0,2,0,0
chemnanomat,0,4,1,0,0,1,0,0
chemoecology,0,2,2,2,0,2,0,0
chemometrics and intelligent laboratory systems,0,3,1,2,0,1,0,0
chemosensors,0,1,1,2,0,1,0,0
chemosensory perception,0,1,2,2,0,1,0,0
chemosphere,0,4,3,5,0,3,0,0
chemotherapy,0,1,3,0,0,1,0,0
chemphotochem,0,0,1,0,0,1,0,0
chemphyschem,0,2,1,0,0,2,0,0
chempluschem,0,2,1,2,0,1,0,0
chemsuschem,0,3,1,1,0,1,0,0
chemtexts,0,0,1,0,0,1,0,0
chest,0,1,2,0,0,0,0,0
chiang mai journal of science,0,5,3,1,1,3,0,0
chicago review,1,0,0,0,0,0,0,0
child & family behavior therapy,0,0,2,0,2,0,0,0
child & family social work,1,0,2,0,2,0,0,0
child & youth care forum,1,0,2,0,2,0,0,0
child & youth services,1,0,2,0,3,0,0,0
child abuse & neglect,0,0,2,0,2,0,0,0
child abuse review,0,0,2,0,2,0,0,0
child and adolescent mental health,0,0,4,0,2,0,0,0
child and adolescent psychiatric clinics of north america,0,0,2,0,0,0,0,0
child and adolescent psychiatry and mental health,0,0,2,0,0,0,0,0
child and adolescent social work journal,0,0,1,0,3,0,0,0
child care health and development,0,0,3,0,1,0,0,0
child development,0,1,3,0,2,0,0,0
child development perspectives,0,0,2,0,2,0,0,0
child indicators research,0,0,2,0,2,0,0,0
child language teaching & therapy,1,1,1,0,2,0,0,0
child maltreatment,0,0,2,0,2,0,0,0
child neuropsychology,0,1,1,0,1,1,0,0
child psychiatry & human development,0,0,3,0,1,1,0,0
child studies in asia pacific context,1,0,0,0,0,0,0,0
child welfare,1,0,0,0,1,0,0,0
childhood and philosophy,2,0,0,0,1,0,0,0
childhood obesity,1,0,3,1,0,1,0,0
childhood a global journal of child research,1,0,1,0,3,0,0,0
children & schools,0,1,1,0,2,0,0,0
children & society,1,1,2,0,2,0,0,0
children and youth services review,1,1,0,0,2,0,0,0
children australia,0,0,1,0,1,0,0,0
children basel,0,0,1,0,0,0,0,0
childrens geographies,1,1,0,0,2,0,0,0
childrens health care,0,0,3,0,0,0,0,0
childrens literature in education,2,0,0,0,1,0,0,0
childs nervous system,0,1,3,0,0,0,0,0
chilean journal of agricultural & animal sciences,0,0,0,2,0,0,0,0
chilean journal of agricultural research,0,1,0,2,0,0,0,0
chilean journal of statistics,0,1,0,0,2,1,0,0
chimia,0,2,2,3,0,0,0,0
chimica oggi chemistry today,0,1,0,1,0,1,0,0
china & world economy,0,0,0,0,2,0,0,0
china agricultural economic review,0,0,0,1,2,0,0,0
china and wto review,0,0,0,0,1,0,0,0
china communications,0,2,0,0,0,0,0,0
china economic journal,0,0,0,0,2,0,0,0
china economic review,0,0,0,0,2,0,0,0
china finance and economic review,0,0,0,0,2,0,0,0
china finance review international,0,0,0,0,2,0,0,0
china foundry,0,2,0,0,0,1,0,0
china information,1,0,0,0,3,0,0,0
china journal,1,1,0,0,2,0,0,0
china journal of accounting research,0,0,0,0,2,0,0,0
china nonprofit review,0,0,1,0,3,0,0,0
china ocean engineering,0,2,0,0,0,0,0,0
china perspectives,1,1,0,0,2,0,0,0
china petroleum processing & petrochemical technology,0,3,0,0,0,1,0,0
china quarterly,1,1,0,0,3,0,0,0
china quarterly of international strategic studies,1,0,0,0,1,0,0,0
china report,1,1,0,0,2,0,0,0
china review an interdisciplinary journal on greater china,1,0,0,0,2,0,0,0
china surface engineering,0,3,0,0,0,0,0,0
china an international journal,1,0,0,0,3,0,0,0
chinese annals of mathematics series b,0,0,0,0,0,1,0,0
chinese archaeology,1,0,0,0,0,0,0,0
chinese chemical letters,0,1,1,1,0,1,0,0
chinese clinical oncology,0,1,3,0,0,0,0,0
chinese economy,0,0,0,0,2,0,0,0
chinese geographical science,0,2,0,1,1,1,0,0
chinese herbal medicines,0,0,3,0,0,1,0,0
chinese historical review,1,0,0,0,0,0,0,0
chinese journal of aeronautics,0,2,0,0,0,0,0,0
chinese journal of analytical chemistry,0,1,1,2,0,1,0,0
chinese journal of applied linguistics,1,0,0,0,0,0,0,0
chinese journal of cancer research,0,1,2,0,0,0,0,0
chinese journal of catalysis,0,1,1,1,0,1,0,0
chinese journal of chemical engineering,0,2,1,1,0,1,0,0
chinese journal of chemical physics,0,0,1,0,0,2,0,0
chinese journal of chemistry,0,1,1,1,0,1,0,0
chinese journal of chromatography,0,3,2,2,0,0,0,0
chinese journal of communication,1,0,0,0,2,0,0,0
chinese journal of comparative law,0,0,0,0,2,0,0,0
chinese journal of dental research,0,1,2,0,0,0,0,0
chinese journal of electronics,0,2,0,0,0,1,0,0
chinese journal of geophysics chinese edition,0,1,0,0,0,2,0,0
chinese journal of inorganic chemistry,0,2,1,1,0,1,0,0
chinese journal of integrative medicine,0,1,3,1,0,0,0,0
chinese journal of international law,1,0,0,0,3,0,0,0
chinese journal of international politics,1,0,0,0,2,0,0,0
chinese journal of liquid crystals and displays,0,3,0,0,0,2,0,0
chinese journal of mechanical engineering,0,5,0,0,0,0,0,0
chinese journal of natural medicines,0,0,3,0,0,0,0,0
chinese journal of organic chemistry,0,2,1,0,0,1,0,0
chinese journal of physics,0,2,0,0,0,2,0,0
chinese journal of physiology,0,1,4,1,0,1,0,0
chinese journal of polymer science,0,4,1,2,0,0,0,0
chinese journal of population resources and environment,1,2,1,1,3,0,0,0
chinese journal of structural chemistry,0,2,0,1,0,0,0,0
chinese journal of traumatology,0,1,2,0,0,0,0,0
chinese journal of urban and environmental studies,0,1,0,0,2,0,0,0
chinese language and discourse,2,0,0,0,0,0,0,0
chinese management studies,0,0,0,0,1,0,0,0
chinese medical journal,0,1,3,1,0,0,0,0
chinese medicine,0,0,3,0,0,0,0,0
chinese optics,0,2,0,0,0,1,0,0
chinese optics letters,0,3,0,0,0,1,0,0
chinese physics b,0,1,0,0,0,2,0,0
chinese physics c,0,1,1,0,0,2,0,0
chinese physics letters,0,2,0,0,0,2,0,0
chinese political science review,1,0,0,0,1,0,0,0
chinese semiotic studies,2,0,0,0,1,0,0,0
chinese sociological review,1,0,1,0,1,0,0,0
chinese space science and technology,0,4,0,0,0,0,0,0
chinese studies in history,1,0,0,0,0,0,0,0
chirality,0,2,2,2,0,1,0,0
chiropractic & manual therapies,0,1,1,0,0,0,0,0
chirurg,0,1,2,0,0,0,0,0
chirurgia italy,0,1,2,0,0,0,0,0
cholesterol,0,1,3,1,0,2,0,0
choreographic practices,1,0,0,0,0,0,0,0
christian bioethics,2,1,2,0,1,0,1,0
christian higher education,1,1,0,0,2,0,1,0
chromatographia,0,1,2,3,0,2,0,0
chromatography,0,0,1,1,0,1,0,0
chromosoma,0,1,3,2,0,1,0,0
chromosome research,0,1,3,3,0,1,0,0
chronic illness,0,1,3,0,0,0,0,0
chronic obstructive pulmonary diseases journal of the copd foundation,0,1,2,0,0,0,0,0
chronic respiratory disease,0,1,2,0,0,0,0,0
chronic wound care management and research,0,1,1,0,0,0,0,0
chronica nova,1,0,0,0,0,0,0,0
chronobiology international,0,1,2,2,0,1,0,0
chung wai literary quarterly,1,0,0,0,0,0,0,0
chungara revista de antropologia chilena,3,0,0,0,0,0,0,0
church history,2,0,0,0,1,0,1,0
church history and religious culture,3,0,0,0,2,0,1,0
chuzhdoezikovo obuchenie foreign language teaching,1,0,0,0,0,0,0,0
